what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1313320062440
started,bundle,org.eclipse.dltk.ui,2.0.0.v20100603-0936,"org.eclipse.dltk.ui",1313320062455
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1313320062455
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1313320062455
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1313320062462
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1313320062470
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1313320062495
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1313320062503
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1313320062503
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1313320062517
started,bundle,org.eclipse.rse.core,3.1.102.R32x_v201102011435,"org.eclipse.rse.core",1313320062525
started,bundle,org.eclipse.rse.services,3.2.2.R32x_v201102011435,"org.eclipse.rse.services",1313320062538
started,bundle,org.eclipse.rse.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.ui",1313320062543
started,bundle,net.sf.eclipsefp.ocaml.ui,0.1.0,"net.sf.eclipsefp.ocaml.ui",1313320062564
os,sysinfo,,,"linux",1313320062566
arch,sysinfo,,,"x86",1313320062566
ws,sysinfo,,,"gtk",1313320062566
locale,sysinfo,,,"en_US",1313320062567
processors,sysinfo,,,"1",1313320062567
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1313320062567
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1313320062567
java.specification.name,sysinfo,,,"Java Platform API Specification",1313320062567
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313320062567
java.specification.version,sysinfo,,,"1.6",1313320062567
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1313320062567
java.version,sysinfo,,,"1.6.0_20",1313320062567
java.vm.info,sysinfo,,,"mixed mode, sharing",1313320062567
java.vm.name,sysinfo,,,"OpenJDK Client VM",1313320062567
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313320062567
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313320062567
java.vm.specification.version,sysinfo,,,"1.0",1313320062567
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1313320062567
java.vm.version,sysinfo,,,"19.0-b09",1313320062567
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1313320293037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313320302904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1313320383595
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1313320610522
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1313320610909
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1313320611059
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1313320611077
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1313320612495
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1313320620958
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1313320657365
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1313320657439
