what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1318161652588
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1318161652588
started,bundle,org.eclipse.dltk.ui,2.0.0.v20100603-0936,"org.eclipse.dltk.ui",1318161652603
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1318161652603
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1318161652604
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1318161652628
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1318161652651
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1318161652669
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1318161652676
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1318161652676
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1318161652690
started,bundle,org.eclipse.rse.core,3.1.102.R32x_v201102011435,"org.eclipse.rse.core",1318161652699
started,bundle,org.eclipse.rse.services,3.2.2.R32x_v201102011435,"org.eclipse.rse.services",1318161652711
started,bundle,org.eclipse.rse.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.ui",1318161652712
started,bundle,net.sf.eclipsefp.ocaml.ui,0.1.0,"net.sf.eclipsefp.ocaml.ui",1318161652737
os,sysinfo,,,"linux",1318161652740
arch,sysinfo,,,"x86",1318161652740
ws,sysinfo,,,"gtk",1318161652740
locale,sysinfo,,,"en_US",1318161652740
processors,sysinfo,,,"1",1318161652740
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1318161652740
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1318161652740
java.specification.name,sysinfo,,,"Java Platform API Specification",1318161652740
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318161652740
java.specification.version,sysinfo,,,"1.6",1318161652740
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1318161652740
java.version,sysinfo,,,"1.6.0_20",1318161652740
java.vm.info,sysinfo,,,"mixed mode, sharing",1318161652740
java.vm.name,sysinfo,,,"OpenJDK Client VM",1318161652740
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318161652740
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318161652740
java.vm.specification.version,sysinfo,,,"1.0",1318161652740
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1318161652740
java.vm.version,sysinfo,,,"19.0-b09",1318161652740
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1318161851700
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1318161864028
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1318161864231
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1318161864260
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1318161864971
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1318161871862
started,bundle,org.eclipse.rse.files.ui,3.1.102.R32x_v201102011435,"org.eclipse.rse.files.ui",1318161906042
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.1.v201008191400,"org.eclipse.rse.subsystems.files.core",1318161906083
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1318161906414
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1318161910390
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1318161910633
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1318161910679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1318161911247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1318161920866
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1318161932246
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1318161933380
