what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1320583360697
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1320583361107
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1320583362148
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1320583362867
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1320583365213
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1320583365306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1320583366456
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1320583416886
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1320583419170
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1320583420623
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1320583421710
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openFileSearchPage",1320583421918
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1320583421945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1320583423163
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1320583424184
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1320583427310
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1320583427328
