what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530446170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530447826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530492484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530494338
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530495125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530502474
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530526049
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530526913
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530531981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530532453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530644196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314530651564
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314582924963
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1314582969258
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314582972004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314596238662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314596240739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314596386314
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314596390039
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314597826173
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314597827078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613279492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613280677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613330869
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613332881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613350197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613351189
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613356808
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613357571
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613377922
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314613378597
